id,release_id,reviewed_at,decision,model_alt_text,model_confidence,model_confidence_explanation,model_review_triggers,final_alt_text,final_confidence,final_confidence_explanation,final_review_triggers
464,2c6c8888-20ff-4d5b-8c3a-7b149717da3d,2026-07-07 15:13:36.558,deny,"A minimalist illustration shows a bathroom-like interior with peach walls, blue columns, and beige surfaces. Text above reads ""CURIOUS MUSIC,"" below is ""GROSSMAN / MORRIS-SMITH"" in white sans-serif font on dark background.",1,,,"An abstract art on a dark background with peach walls, blue columns, beige ground, and long light yellow object on the",0,"The painting's flat geometric planes suggest an architectural interior, but the elongated pale yellow object resting on the ground plane cannot be confidently identified as any specific real-world object.","[""ambiguous main visual element"", ""complex image with mixed media"", ""highly abstract artwork""]"
465,ba4c9d26-1f41-4478-9da6-8dd33ac3f610,2026-07-07 15:14:40.612,deny,"Album cover features ""Ava Mendoza New Spells"" in bold red text on a yellow top section; central stylized illustration shows a guitarist (red silhouette) playing an electric guitar against a teal crowd background, bordered by solid red side panels.",1,,,"Illustration shows a guitarist (red silhouette) against a teal plant background, bordered by red side panels.",0,"The high-contrast silhouette-style illustration clearly shows a person playing an electric guitar, but the flat color rendering removes any facial or textural detail, making finer identification (e.g., exact guitar model or expression) impossible to confirm confidently.","[""ambiguous main visual element"", ""highly abstract artwork""]"
484,c3a91959-1732-4123-93a3-4f3c5297156d,2026-07-07 15:26:09.467,deny,"Collage-style album cover shows a man in teal shirt and hat playing acoustic guitar against starry purple sky; bold red ""DOM FLEMONS"" and white ""TRAVELING WILDFIRE"" text appear on dark banner amid vibrant flowers, landscape, and pink moon.",1,,,"Man in teal shirt and hat playing acoustic guitar against starry purple sky. Around are vibrant flowers, landscape, and pink moon.",0,"The collage combines a photograph of a guitarist with painted flowers, mountains, and a stylized moon; the pattern visible on the moon's surface and its symbolic significance cannot be confidently determined.","[""complex image with mixed media"", ""highly abstract artwork"", ""possible symbolic interpretation""]"
487,202dc96b-3faf-420d-a6a5-66405e55a950,2026-07-07 15:29:47.378,deny,"Album cover displays a vintage map background with flowing pastel-colored lines in pink, blue, and green. Large teal text reads “WINDS BELLS FALLS”; smaller black text below lists artists “ROBBIE LEE & LEA BERTUCCI”.",1,,,"Vintage map background with flowing pastel-colored lines in pink, blue, and green with large text ""WINDS BELLS FALLS”",0,The pastel-colored flowing lines overlaid on the vintage map are difficult to confidently distinguish as a specific river system versus a purely decorative abstract pattern.,"[""ambiguous main visual element""]"
488,45a68c83-7d35-4e1a-89f1-10a247ab7cbf,2026-07-07 15:31:07.253,deny,"Surreal painting featuring a radiant orange-yellow sun-like center with radiating light streaks, surrounded by black-and-yellow bees flying over a textured beige base.",1,,,Painting featuring a radiant orange-yellow center with radiating light streaks and bees flying over a textured beige base.,0,"The radiant central form is surrounded by flying bees and streaks of light against a hazy beige base; whether the bright central shape represents a sun, a hive, or an abstract burst of light cannot be confidently determined.","[""ambiguous main visual element"", ""highly abstract artwork"", ""possible symbolic interpretation""]"
492,c671e299-4adf-45da-94f8-4846823f9866,2026-07-07 15:40:09.988,deny,"Black album cover with ""Shana Cleveland"" in white text above large yellow block letters reading ""MANZANITA""; central photo shows a person holding an orange-red acoustic guitar amid green plants and white flowers.",1,,,Photo of a woman holding an orange-red acoustic guitar in a forest with flowers on a black cover with artist and album text.,0,"The forest photograph is dimly lit and shadowed, making it difficult to confidently identify the small object partially visible in the bottom-left corner or the woman's precise facial expression.","[""bad image quality"", ""unclear visual focus""]"
497,1f18e47d-fc69-4cbc-9260-2197b206feae,2026-07-07 15:44:53.328,deny,"Minimalist album cover with a plain white background featuring a central circular cutout; handwritten text reading ""yo yo bey+"" and ""18/25"" in the bottom-right corner.",1,,,"Minimalist image with a plain white background, a central circular cutout and handwritten text ""ya ya bey x"" with ""18/25"".",0,"The handwritten cursive signature is stylized and looped, making it difficult to confidently transcribe with full certainty beyond a general reading.","[""cannot read text confidently""]"
501,def8fbc8-30f0-4537-9932-e47a4030a934,2026-07-07 15:47:10.408,deny,"A person walks a snowy urban sidewalk wearing a green hooded jacket and carrying shopping bags; snowfall continues over the street, buildings, and bare trees in background.",1,,,A person walks a snowy urban sidewalk wearing a green hooded jacket and carrying shopping bags with a car and houses behind.,0,"The falling snow partially obscures the scene, and the small poster attached to the lamppost in the background is too distant and low-resolution to confidently read or describe.","[""bad image quality"", ""cannot read text confidently"", ""unclear visual focus""]"
518,b3d672c4-51eb-4c3c-b9b3-bc83d426c452,2026-07-07 16:06:32.139,deny,A black-and-white photograph depicts two figures on an ornately draped bed; one figure in white pajamas kneels over another lying down under canopy curtains.,1,,,Black-and-white photo of two people on a bed; one in white pajamas kneels over another lying down under canopy curtains.,0,"The heavy dark drapery and shadow obscure the reclining figure almost entirely, making it impossible to confidently determine their pose, clothing, or whether they are conscious or asleep.","[""bad image quality"", ""possible person misidentification"", ""sensitive or indecent content""]"
528,b7caf877-8fd0-4db9-977d-9f385692fde5,2026-07-07 16:17:52.717,deny,The album cover features a black-and-white photograph of a person wearing a dark textured jacket and a wide-brimmed hat adorned with delicate feathery trim against a plain light gray background.,1,,,Black-and-white photo of a woman wearing a dark cloth and hat adorned with feathery trim; against a plain light gray background.,0,"While the woman's pose and hat are visible, the precise material and structure of the feathery trim decoration on the hat cannot be confidently identified from the image.","[""ambiguous main visual element"", ""unclear visual focus""]"
534,dab31fd0-f0cd-44b9-8dea-541107039b10,2026-07-07 16:24:44.681,deny,"A hand-drawn illustration of a riverside landscape featuring lush green trees, rocky shores, two seated figures near a log by flowing blue water, with additional foliage and distant hills.",1,,,"A colorful drawing of a riverside with green trees, rocky shores, two seated figures on a wood log by flowing blue water",0,"The two seated figures by the log are rendered in a small, sketchy style with minimal detail, making it difficult to confidently describe their appearance, clothing, or activity.","[""ambiguous main visual element"", ""complex image with mixed media"", ""unclear visual focus""]"
536,aced1218-4f97-4450-aaf7-142d62e38866,2026-07-07 16:29:11.332,deny,"Stylized mixed-media portrait of a person with dark hair and cross necklace at center; circular figure against vibrant mosaic background. Curved text banners read ""JAMES BRANDON LEWIS RED LILY QUINTET"" (left) and ""FOR MAHALIA, WITH LOVE"" (top right).",1,,,Mosaic portrait of a woman with dark hair wearing a yellow dress and cross necklace with face on green background and rest purple,0,"The photographic portrait is heavily overlaid with a dense floral mosaic pattern and color filtering, obscuring fine facial detail and making it difficult to confidently describe the woman's expression or exact clothing.","[""bad image quality"", ""complex image with mixed media"", ""unclear visual focus""]"
539,a23375de-4af4-4b5f-a1ac-e0b989e09c19,2026-07-07 16:32:22.816,deny,"A monochrome collage album cover with textured light background and dark abstract organic forms; reversed block letters reading ""PAINT WORK"" are positioned at the top.",1,,,"Black and white cover with textured light background and dark abstract organic forms; block letters reading ""PAINT WORK"" on top.",0,"The heavily textured, weathered surface contains a dark organic shape resembling a wilted flower or plant, but water damage and scratches across the image make it difficult to confidently confirm the shape's exact identity.","[""ambiguous main visual element"", ""bad image quality"", ""cannot read text confidently""]"
541,e858e0b4-99cc-4455-94b9-cfd3bbcab8e1,2026-07-07 16:35:16.794,deny,"Surreal abstract album cover featuring layered distorted human and animal figures in vibrant pink, purple, blue, yellow, and green hues; bold white text at top reads ""BAD TRIPS"", bottom displays ""NOTHING BUT TROUBLE"".",1,,,"Surreal abstract painting of distorted human and animal figures in pink, purple, blue, yellow, and green hues; with text around.",0,"The painting crowds numerous distorted, dreamlike figures with animal and human traits into a dense composition, making it difficult to confidently count or individually identify each creature.","[""ambiguous main visual element"", ""complex image with mixed media"", ""highly abstract artwork"", ""possible person misidentification""]"
544,4c02d50d-a225-4889-9afb-8fa7f61dbbeb,2026-07-07 16:37:28.79,deny,"A vibrant abstract psychedelic artwork featuring swirling lines and splatters of bright yellow, orange, blue, green, and pink hues. The artist name ""!MOFAYA!"" appears in bold black text at the bottom right corner.",1,,,"Abstract psychedelic with swirling lines and splatters of bright yellow, orange, blue, green, and pink hues overlaying objects.",0,"Dense swirling lines and paint splatters overlay what may be underlying photographic or illustrated objects, but these underlying forms cannot be confidently identified beneath the abstract linework.","[""ambiguous main visual element"", ""highly abstract artwork""]"
548,bb280c06-37fe-4211-8cf2-f36db3bb236c,2026-07-07 16:42:48.991,deny,"Black-and-white illustration of a central hourglass flanked by large wing-like forms above stylized clouds; visible text reads ""Jons Reinhardt"" at top and ""A Ragged Ghost"" at bottom.",1,,,Black-and-white art of central hourglass and hands to the right and left holding a skull and butterfly with clouds underneath,0,"The symmetrical illustration combines an hourglass, disembodied hands holding a skull and a butterfly, and clouds; the overall symbolic narrative connecting these elements cannot be confidently interpreted.","[""ambiguous main visual element"", ""complex image with mixed media"", ""highly abstract artwork"", ""possible symbolic interpretation"", ""unclear visual focus""]"
556,2f341a32-e336-4271-97d3-376ce3448b04,2026-07-07 17:00:57.112,deny,"Dark background album cover featuring ""THE CONNELLS"" in multicolored block letters at top and ""SET THE STAGE"" below. Central hand-drawn illustration shows musical instruments (guitars, drums, amplifier) arranged on a stage platform.",1,,,Central are musical instruments arranged on a stage platform. Dark background album and multicolored text at the top and bottom.,0,"The illustrated stage setup includes several instruments and amplifiers, but overlapping outlines make it difficult to confidently count the exact number of guitars and confirm each instrument type.","[""ambiguous main visual element""]"
557,820c9eb2-cf93-403a-b57b-fa8ff545d05d,2026-07-07 17:08:20.391,deny,"A dense black-and-white collage illustration filled with intricate hand-drawn elements including trees, musical instruments, and abstract shapes. The band name 'ELF POWER' appears in bold uppercase text at the top center, while 'Artificial Countrysides' is displayed below in stylized lettering.",1,,,"Dense monochrome collage with trees, instruments, and shapes. ""ELF POWER"" and ""Artificial Countrysides"" text also appears.",0,"The illustration is densely packed with dozens of small figures, trees, and shapes rendered in fine monochrome linework, making it impossible to confidently identify or enumerate each individual element.","[""ambiguous main visual element"", ""complex image with mixed media"", ""highly abstract artwork""]"
562,c98a1b10-5d5c-498b-a0b0-7c565938b0dc,2026-07-07 18:01:47.625,deny,"Album cover displays large white brushstroke text spelling ""Soul Food"" over a teal and yellow halftone background pattern. Smaller yellow text below reads ""CHRISTOPHER PARKER & THE BAND OF GUARDIAN ANGELS"".",1,,,"Large white brushstroke text spelling ""Soul Food"" over a teal and yellow halftone background pattern.",0,"The large brushstroke text partially overlaps a faint city skyline silhouette in the background, making it difficult to confidently identify specific buildings or landmarks depicted.","[""ambiguous main visual element"", ""highly abstract artwork""]"
567,6f5e571a-b9d6-4c61-b2a6-aa26931ff33d,2026-07-07 18:18:23.771,deny,"A square red maze with a central red human figure standing amidst its paths, bordered by red diamond patterns against a light beige background.",1,,,"A square red maze with a central red figure standing, bordered by red diamond patterns against a light beige background.",0,"A small silhouetted figure stands at the center of an intricate maze pattern; the figure's pose, clothing, and identity cannot be confidently determined due to its small scale and flat rendering.","[""ambiguous main visual element"", ""highly abstract artwork"", ""possible person misidentification""]"
568,8ffb51dc-b18b-4455-9c3e-b44d65078fe3,2026-07-07 23:00:08.604,deny,"The album cover features a close-up photograph of cave stalactites and stalagmites in earthy brown, green, and white tones with varied textures; top-right text displays ""MOTTE"" above ""COLD + LIQUID"".",1,,,"Close-up photograph of cave stalactites and stalagmites in earthy brown, green, and white tones.",0,"While the icicle-like or mineral formations are visually striking, it is unclear from the close-up framing whether they are ice, stalactites, wax, or another translucent material.","[""ambiguous main visual element""]"
569,e15c76f5-dc48-4225-b200-69ef8f23e94e,2026-07-08 09:23:29.185,deny,"Pastel sunset sky with bright central sun illuminating pink-lavender clouds; dark textured foliage on left side. Handwritten-style text displays ""Emma Geiger"" top-right and ""REVERSE BLOOM"" vertically along right edge.",1,,,Sunset sky with bright central sun illuminating pink-lavender clouds; dark textured foliage on left side.,0,"While the sky and clouds are clear, it is uncertain whether the bright central light source depicts the sun or the moon, and the dark foliage in the foreground is too underexposed to identify the specific plant species.","[""ambiguous main visual element"", ""bad image quality"", ""unclear visual focus""]"
570,a087455b-5e82-4f6e-8448-738f365b2152,2026-07-08 09:27:04.408,deny,Abstract psychedelic collage featuring blurred musical figures with an electric guitar; dominant yellow and dark gray color palette; white rectangular text box in upper right contains illegible small print.,1,,,Blurred musical figures with an electric guitar; dominant yellow and dark gray color palette. white text box in upper right.,0,"The performers are rendered in heavy motion blur and double-exposure, making it impossible to confidently count the number of musicians or identify their individual actions, and the small text in the white box is too fine to transcribe with confidence.","[""ambiguous main visual element"", ""bad image quality"", ""cannot read text confidently"", ""unclear visual focus""]"
578,7b5cc499-bddd-4d6f-80f4-0c7bde4bd757,2026-07-08 10:06:57.921,deny,"Red background with white text ""Kevn Kinney"" at top and ""Think About It"" at bottom. Central sketchy illustration of a car outline with figures, abstract shapes (pink/black), and a small yellow object.",1,,,"An illustration of a car outline with people, pink/black shapes, and a small yellow object. Red background with white text around.",0,"The illustration's various figures and objects are rendered in a loose, minimal outline style, making it difficult to confidently identify the small yellow object or the exact actions of the people depicted near the car.","[""ambiguous main visual element"", ""complex image with mixed media""]"
581,dca4efeb-52ed-4b52-9281-351fdb261359,2026-07-08 10:09:04.864,deny,A silhouetted figure in dark clothing wears an elaborate blue-and-white animal skull mask against a sunset sky of pink and blue hues reflecting on water below.,1,,,Silhouetted figure wears an elaborate animal skull mask against a sunset sky of pink and blue hues.,0,"The figure's silhouette and elaborate horned skull mask are clear in outline, but the specific animal species the skull belongs to and the material of the mask cannot be confidently identified against the bright, backlit sunset sky.","[""ambiguous main visual element"", ""bad image quality""]"
588,89fca6b9-647f-40d8-86e9-1561903e8946,2026-07-08 10:21:53.583,deny,"Album cover featuring abstract line art of thin green, red, and blue lines clustered and scattered across a white background; printed text ""Ryuichi Sakamoto"" and ""12"" appears in the top right corner.",1,,,"Line art of thin green, red, and blue lines clustered and scattered across a white background.",0,"The sparse scribbled line clusters have no representational form, so beyond describing their color, density, and general arrangement, no further confident interpretation of subject matter is possible.","[""highly abstract artwork""]"
590,16a57e15-9ba2-4c98-ba6d-d6645c708c3e,2026-07-08 10:23:59.349,deny,"The album cover shows a modernist white and black geometric building surrounded by dense green foliage, with pink-hued trees in the background; the text ""SWANSEA SOUND TWENTIETH CENTURY"" appears at the top in gold lettering.",1,,,A modernist gray cubic building with dense green foliage in front and pink-hued plants image in the background.,0,"The gray modernist building's precise architectural details are partially obscured by the dense green foliage in the foreground, and the pink-toned plant texture in the background cannot be confidently identified as a specific species.","[""ambiguous main visual element"", ""bad image quality"", ""highly abstract artwork"", ""unclear visual focus""]"
591,27f8dd61-9fea-4702-b29f-c72128ec0c89,2026-07-08 10:24:04.863,deny,"Black-and-white collage of figures surrounding a large textured circular emblem; bold red ""SICKRECY"" lettering overlays the top, while ""Salvation Through Tyranny"" is printed in grey text repeating on all sides and top/bottom.",1,,,Black-and-white collage of figures surrounding a large textured circular image of teeth. Red lettering above this.,0,"The small photographic figures surrounding the central image are heavily halftoned and low-resolution, making it difficult to confidently identify their clothing, actions, or whether they represent religious or ritual figures.","[""bad image quality"", ""complex image with mixed media"", ""possible person misidentification""]"
592,f9669b72-0fe3-4a5e-aab9-67e602fd3cb2,2026-07-08 10:25:53.954,deny,"An illustrated scene of five people gathered in an ornate interior room featuring a large mirror with hanging flowers, red-candled mantel, and period-style furnishings.",1,,,Illustrated scene of five people gathered in an ornate interior room. The image is on grass with a dark background.,0,"The photograph shows five people in an ornate interior-style room staged outdoors on grass, but the dim lighting and reflective surfaces make it difficult to confidently identify each person's specific pose, expression, or the exact objects on the surrounding tables.","[""ambiguous main visual element"", ""bad image quality"", ""possible person misidentification""]"
594,9f73ac3e-43c6-4095-92ae-6af5a26112eb,2026-07-08 10:28:29.982,deny,"The album cover features a monochrome collage composed of grid-like square sections, each containing fragmented textures or partial imagery in high-contrast black and white.",1,,,"Monochrome collage composed of grid-like square sections, each containing fragmented imagery.",0,"The image is fragmented into a grid of small black-and-white squares, each containing a disconnected piece of a larger photograph; the fragments cannot be confidently reassembled into a single identifiable subject.","[""ambiguous main visual element"", ""complex image with mixed media"", ""highly abstract artwork""]"
598,66efd503-d9f5-490e-ae87-35c187bf4021,2026-07-08 10:30:13.305,deny,"A minimalist album cover featuring a circular arrangement of illegible, dark gray stylized letterforms on a light gray grid background. The typography forms an incomplete ring with flowing, distorted characters against a plain, subtly textured surface.",1,,,"Gray grid background with circular, distorted “social engineering” text split with its bottom half offset, making it hard to read.",0,"The title text is arranged in a circular ring with the bottom half rotated upside-down relative to the top, making it necessary to read it in two separate mirrored passes rather than confidently as a single line.","[""cannot read text confidently"", ""complex image with mixed media"", ""highly abstract artwork""]"
600,312c926b-3273-4d31-8bd5-fb1170f15181,2026-07-08 10:31:49.162,deny,"Abstract mixed-media collage featuring interwoven black, white, beige, and brown textures forming chaotic organic patterns.",1,,,"Abstract mixed-media collage featuring interwoven black, white, beige, and brown textures forming chaotic organic patterns.",0,"The composition's interwoven organic textures resemble natural materials such as bark, fabric, or foliage, but the exact material and any underlying representational subject cannot be confidently identified.","[""ambiguous main visual element"", ""complex image with mixed media"", ""highly abstract artwork""]"
649,93cf02a2-3396-4015-afcc-41073855ea25,2026-07-11 17:48:14.236,deny,Nighttime photograph showing a basketball court enclosed by chain-link fencing; warm-toned streetlights illuminate a silhouetted figure mid-throw beside a bench under misty conditions.,1,,,Nighttime photo of a fenced basketball court with a figure doing a full court shot under streetlights in mist weather.,0,"The misty, low-light conditions make it difficult to confidently identify the distant figure's specific pose, clothing, or facial features on the basketball court.","[""ambiguous main visual element"", ""bad image quality"", ""possible person misidentification"", ""unclear visual focus""]"
610,04b1ad03-017b-4b2d-a741-f9b19bde934f,2026-07-08 10:38:10.71,deny,"A mixed-media collage of torn black-and-white photographic fragments showing close-ups of human eyes overlaid on a fragmented blue and red background; the text ""MATANA ROBERTS COIN COIN CHAPTER FIVE: IN THE GARDEN"" appears in bold uppercase at the top.",1,,,Collage of torn black-and-white photographs of human eyes overlaid on a fragmented blue and red background.,0,"The torn photographic fragments depict several human eyes at different scales and angles, but it cannot be confidently determined whether they belong to the same person or multiple different individuals.","[""ambiguous main visual element"", ""complex image with mixed media"", ""possible person misidentification""]"
615,803410b9-2dfc-40e8-97b7-45132f0042e5,2026-07-08 10:41:22.711,deny,Abstract cover features a glowing white wireframe deer figure amid dark tree silhouettes against a deep purple and blue gradient background with hints of green.,1,,,Abstract art of a glowing white wireframe humanoid deer amid dark trees on a purple-blue gradient background with hints of green.,0,"The glowing wireframe figure combines humanoid and deer-like features (including antlers), but whether it represents a person, an animal, or a hybrid mythological being cannot be confidently determined.","[""ambiguous main visual element"", ""highly abstract artwork"", ""possible person misidentification"", ""possible symbolic interpretation"", ""unclear visual focus""]"
619,75fc7929-4ed1-4c90-aaf2-f40231e1d55e,2026-07-08 10:44:15.672,deny,"The album cover features 'Stella Kola' in large, ornate calligraphic lettering above stylized text; decorative elements include colorful floral motifs, birds, and houses on a white background with a patterned border.",1,,,"""Stella Kola"" in large, ornate calligraphic lettering; surrounding are colorful flowers, birds, and houses on a white background.",0,"The ornate calligraphic title and the smaller decorative text beneath it are rendered in a dense, flourish-heavy script that is difficult to confidently transcribe in full.","[""ambiguous main visual element"", ""cannot read text confidently"", ""highly abstract artwork""]"
623,5af7b33e-34a5-4bc4-98f3-aff48f4fb634,2026-07-08 10:51:32.442,deny,"Album cover featuring five wine glasses and a bottle arranged in teal-toned collaged composition against an orange background, styled as grainy vintage photocopy. Text reads 'V' at top center, with upside-down ""FIVE OF CUPS"" below the reflections and mirrored ""HOLY WAVE"" text beneath.",1,,,Five drink glasses arranged in an orange and teal toned compostion. Bordered with orange.,0,"The five glassware items are arranged with overlapping reflections and shadows in a duotone color treatment, making it difficult to confidently distinguish the exact shape and type of each individual glass.","[""ambiguous main visual element"", ""bad image quality""]"
627,7a324fac-a896-4297-a108-dcb23565a6ce,2026-07-08 10:56:14.455,deny,Stylized golden sunburst rays encircle a central red phoenix set within concentric green and red circular patterns; above the phoenix is an all-seeing eye in a triangle against a black background.,1,,,Red phoenix set within green and red circular patterns with golden rays extending out. Above is an eye in a triangle.,0,"The composition combines a phoenix-like bird, radiating golden rays, and an eye-within-a-triangle symbol; the specific mythological or symbolic tradition these elements reference cannot be confidently identified.","[""cultural or historical reference needed"", ""highly abstract artwork"", ""possible symbolic interpretation""]"
640,f0218845-6993-493b-9ed2-e885dac8b77b,2026-07-08 12:04:49.827,deny,"Monochrome photographic collage featuring two overlapping human profile faces in black and white, with layered composition and textured skin tones.",1,,,"Black-and-white photo of two overlapping faces; the top one is a side profile from nose to mouth, the bottom shows eyes to mouth.",0,"Two faces are tightly overlapped and cropped so closely that only partial features (noses, mouths, an eye) are visible, making it impossible to confidently determine each person's full expression or identity.","[""possible person misidentification"", ""unclear visual focus""]"
667,6a674cb5-3c4e-438b-83cc-6aeef06697fd,2026-07-11 21:06:03.041,deny,"Silhouettes of two people and a dog walk along a sandy beach toward calm water under a pale sky in a minimalist photograph. Text at top reads ""Six Organs of Admittance"" left and ""Time is Glass"" right in handwritten script.",1,,,Silhouettes of two people and a dog walk on a sandy beach along calm water under a pale sky in a minimalist photograph.,0,"The figures are reduced to small, distant silhouettes against the pale sky and sand, making it impossible to confidently determine their individual features, clothing, or exact number beyond two people and a dog.","[""bad image quality"", ""possible person misidentification""]"
641,b4494237-c435-4b12-992c-27ca42867636,2026-07-08 12:15:08.628,deny,"The album cover features two individuals at a desk surrounded by circuit boards and abstract tech elements, with a rocket launch in the background; displays ""ITS Integrated Tech Solutions"" logo (top), ""Aesop Rock"" text (bottom), and employs a surreal digital collage style.",1,,,"Abstract collage of two people look at an old computer, lab flasks, circuit boards, space shuttle, a person meditating in space.",0,"The dense retro-futuristic collage combines numerous unrelated technological and scientific imagery; the specific narrative or thematic connection between the computer scene, the space shuttle, and the meditating figure cannot be confidently determined.","[""ambiguous main visual element"", ""complex image with mixed media"", ""highly abstract artwork"", ""possible symbolic interpretation"", ""unclear visual focus""]"
645,c42239b9-cbc5-4e38-8cd4-71fc899496ac,2026-07-11 17:30:40.261,deny,"Monochrome illustration of a gas-masked figure with long curly hair holding a skeletal infant against a radiating sunburst background; below, stylized ""SUCKLING"" text appears with smaller ""AUSTIN TEXAS"" lettering beneath it.",1,,,Black and white image of a gas-masked figure breastfeeding a skeletal infant against a radiating sunburst background.,0,"The illustration depicts a partially nude, gas-masked figure breastfeeding a skeletal infant, with human skulls positioned at the sides; the surreal and unsettling nature of this imagery requires careful human review rather than automated description.","[""possible symbolic interpretation"", ""sensitive or indecent content""]"
647,ba791237-cf55-4308-bf39-319a386d9104,2026-07-11 17:37:51.989,deny,"An abstract collage illustration featuring vibrant, fragmented geometric and organic shapes in yellow, blue, purple, red, green, and brown, forming a vase-like structure with foliage against a pale background.",1,,,Abstract collage of colorful geometric and organic shapes forming a vase-like / face mask like with foliage on a pale background.,0,"The colorful geometric shapes combine to suggest either a vase, a mask, or a face-like form with foliage, but which interpretation is correct cannot be confidently determined.","[""ambiguous main visual element"", ""complex image with mixed media"", ""highly abstract artwork"", ""possible symbolic interpretation""]"
655,ae1d5c8f-7989-4170-8c93-77e940bb34b6,2026-07-11 18:11:56.947,deny,"A large, abstract hand-shaped collage against a solid blue background, featuring vibrant red, yellow, and green patterns with scattered black and white elements in a mixed-media style.",1,,,"Abstract hand-shaped collage with red, yellow, and green patterns resembling human, birds figures, lines; on a blue background.",0,"The hand-shaped silhouette is filled with numerous small overlapping figures and patterns resembling people, birds, and abstract lines, none of which can be confidently identified individually given their small scale and dense overlap.","[""ambiguous main visual element"", ""complex image with mixed media"", ""highly abstract artwork"", ""possible person misidentification"", ""unclear visual focus""]"
656,b86a131d-5490-41f9-9655-20f67096bc80,2026-07-11 18:18:34.62,deny,"A surreal illustration depicts a winged figure emitting golden light into a red rocky cliff beneath a blood-red sun; dominated by deep reds, textured rock surfaces, top-left diamond logo (skull + 'SP'), and text ""Of the Sign..."" at bottom right.",1,,,Surreal abstract image of a red winged figure on a red ground receiving a golden substance from a figure in a red rocky cliff.,0,"The golden beam connecting the winged figure to the face within the cliff face could represent light, energy, or a substance being transferred; its exact nature and symbolic meaning cannot be confidently determined.","[""ambiguous main visual element"", ""highly abstract artwork"", ""possible symbolic interpretation"", ""unclear visual focus""]"
658,b1e70c80-9c4d-4714-ae3e-49109dd06715,2026-07-11 20:38:47.58,deny,"A large soap bubble reflects colorful stained-glass windowpanes with birds against a dark background. Handwritten text reads ""Jana Horn"" at top left and ""the window is the dream"" at bottom.",1,,,"A large soap bubble reflects colorful stained-glass windowpanes with birds and a nature background, against a dark background.",0,"The reflections within the bubble's curved surface are distorted and fragmented, making it difficult to confidently determine the exact scene or number of windows being reflected.","[""ambiguous main visual element"", ""bad image quality""]"
659,91cb9d0f-d252-4b92-8d3d-530da14e4324,2026-07-11 20:43:07.879,deny,"A figure with long purple hair holds a magnifying glass showing a ladybug; pink banner reads ""IN CONSTANT SPECTACLE"" amid flowers and birds in pastel-colored illustrative collage style.",1,,,"A long purple haired figure holds  a magnifying glass as O in text ""LOVE"" showing a ladybug amid flowers and birds.",0,"The magnifying glass held by the figure doubles as the letter 'O' in the title text, and it is unclear whether additional small details are visible through the lens beyond the ladybug, given the low image resolution in that area.","[""complex image with mixed media"", ""highly abstract artwork"", ""unclear visual focus""]"
662,6de23cb0-2d7e-41ed-a75e-80131e33b770,2026-07-11 20:52:04.78,deny,"Stylized white ""UNLEASH"" text in pixelated lettering at top; below, two surreal creatures (pink with horns and claws, blue with elongated limbs) clash dynamically against solid black background.",1,,,"Two surreal Pokémon-like creatures, pink biting a blue one’s neck, on a black background with white “UNLEASH” text at the top.",0,"The two intertwined creature designs resemble stylized dragons, but their exact species, whether the interaction depicted is aggressive or playful, and anatomical details cannot be confidently determined from the flat illustration style.","[""ambiguous main visual element"", ""highly abstract artwork""]"
665,2fcd2213-b7ba-4017-9722-052a70ac083d,2026-07-11 21:00:54.363,deny,"A black-and-white album cover features a square-framed hand-drawn tree illustration with eye-shaped branches on striped lines. Vertical text reads ""AD383"" and ""SCHMIDT-SWARTZ / SAXSQUATCH"", alongside an ""ALREADY DEAD TAPES"" logo.",1,,,A square frame on white background with minimalist hand-drawn tree with eye-shaped leaves on striped lines. Text around the frame.,0,"The tree's leaves are drawn as individual stylized eyes, and the small text encircling the square frame is handwritten and cursive, making it difficult to confidently transcribe in full.","[""cannot read text confidently"", ""highly abstract artwork"", ""possible symbolic interpretation""]"
666,9a6d055e-e7fb-473a-8133-9a70dae4ec40,2026-07-11 21:03:32.612,deny,"Vibrant album cover with ""SEASONS OF THE ROAD"" in green stylized letters at top, red roses scattered on pink background; middle displays ""ALSARAH AND THE NUBA TONES"" text over orange floral patterns and Arabic script below.",1,,,"Vibrant colorful image; roses scattered on pink orange background with ""SEASONS OF THE ROAD"" up and Arabic text down on green.",0,"The Arabic text at the bottom is rendered in a glowing, stylized script that is difficult to confidently transcribe, and the dense scattering of roses makes it hard to confidently count the individual flowers.","[""cannot read text confidently"", ""complex image with mixed media"", ""highly abstract artwork""]"
668,2c3c7ef4-6702-4ce8-8578-cd475466af6e,2026-07-11 21:10:14.631,deny,"Stylized illustration of two profile figures against a vibrant red background with green leaf patterns; one figure has black-and-white coloring (hair and clothing), the other wears a yellow dress with light brown hair.",1,,,"Abstract stylized illustration of two profile figures on a red background with green leaves, one wears black, the other yellow.",0,"The two profile figures are rendered in flat, high-contrast color blocks with minimal facial detail, making it difficult to confidently determine their individual expressions or specific features beyond outline and color.","[""ambiguous main visual element"", ""highly abstract artwork"", ""possible person misidentification""]"
